company_id,value_pct,revenue_cagr_5yr,cagr_diff
HDFCBANK,15.0,8.447177119769854,6.552822880230146
SBILIFE,15.0,8.447177119769854,6.552822880230146
TCS,15.0,8.447177119769854,6.552822880230146
SHRIRAMFIN,15.0,8.447177119769854,6.552822880230146
INFY,15.0,8.447177119769854,6.552822880230146
